Sawahlunto,-0.5966,100.7360
Payakumbuh,-0.2247,100.6318
Lubuklinggau,-3.2996,102.8572
Medan,3.5952,98.6722
Pekanbaru,0.5071,101.4478
Batam,1.1301,104.0529
Tebingtinggi,3.3263,99.1567
Palembang,-2.9761,104.7754
Pontianak,0.0263,109.3425
Banda Aceh,5.5483,95.3238
Padang,-0.9480,100.3631
