Jakarta Selatan,-6.5679866,106.8793411
Bandung,-6.9175,107.6191
Denpasar,-7.665193,108.7342345
Semarang,-7.0051,110.4381
Surabaya,-7.2575,112.7251
Tangerang Selatan,-6.5737358,106.8302619
Lubuklinggau,-3.2996,102.8572
Medan,3.5952,98.6722
Pekanbaru,0.5071,101.4478
Yogyakarta,-7.8014,110.3648
Klaten,-7.7400,110.6646
Bandar Lampung,-5.4479,105.2653
