Ambon,-3.6387,128.1689
Jayapura,-2.5916,140.6690
Kupang,-10.1772,123.6070
Bali,-8.4095,115.1889
Banten,-6.4058,106.0640
Jakarta,-6.1944,106.8229
Merauke,-8.4991,140.4050
