Bandung,-6.9175,107.6191
Bali,-8.3405,115.0920
Semarang,-7.0051,110.4381
Surabaya,-7.2575,112.7521
Medan,3.5952,98.6722
Jakarta,-6.1944,106.8229
Malang,-7.9666,112.6326
