Sawahlunto,-0.5966,100.7360
Payakumbuh,-0.2247,100.6318
Lubuklinggau,-3.2996,102.8572
Medan,3.5952,98.6722
Pekanbaru,0.5071,101.4478
Batam,1.1301,104.0529
Tebingtinggi,3.3263,99.1567
