Magelang,-7.4797,110.2177
Tegal,-6.8588,109.1048
Surakarta,-7.5695,110.8250
Bogor,-6.5971,106.8060
Demak,-6.8922,110.6378
Sukabumi,-6.9277,106.9300
Cimahi,-6.8841,107.5413
Makassar,-5.1616,119.4359
Manado,1.4748,124.8421
Surabaya,-7.2575,112.7521
